,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
6227,1,19,10,74,12,28,56,18,42,78,48
6228,1,16,16,75,3,0,25,9,73,13,35
6229,1,84,13,43,12,20,15,18,43,2,43
6230,1,67,19,34,29,39,23,9,81,48,34
6231,1,27,20,98,3,29,0,5,28,13,5
6232,1,16,10,20,58,11,0,5,81,13,5
6233,0,67,20,75,29,1,53,5,28,3,43
6234,1,23,42,74,12,12,0,28,2,2,26
6235,0,84,19,27,40,5,39,9,17,2,5
6236,0,0,10,10,12,9,23,37,50,2,43
6237,1,84,20,75,34,2,63,20,31,43,34
6238,1,27,5,45,12,11,58,20,22,27,14
6239,1,60,19,16,12,12,63,9,65,40,48
6240,0,16,4,92,3,39,0,10,98,28,6
6241,1,16,5,58,72,0,57,9,0,57,5
6242,0,27,5,60,72,39,47,18,74,13,14
6243,1,88,10,10,58,45,10,28,52,3,1
6244,0,47,10,53,78,39,13,20,74,28,26
6245,1,35,31,52,26,37,63,9,59,13,5
6246,0,55,31,77,12,37,75,42,73,54,34
6247,1,0,39,63,72,12,4,34,28,11,35
6248,1,67,4,63,21,20,63,18,50,11,43
6249,0,55,10,45,12,12,24,4,73,78,12
6250,0,19,19,34,3,39,77,4,22,40,6
6251,1,25,20,75,3,25,22,12,10,24,43
6252,0,57,4,74,12,2,35,9,2,54,34
6253,1,76,22,95,12,12,23,5,45,70,51
6254,0,62,10,14,73,2,15,40,44,2,26
6255,1,27,31,74,73,29,37,18,10,2,10
6256,0,16,4,75,73,45,75,18,22,13,14
6257,1,72,10,34,73,29,13,8,95,52,34
6258,0,27,20,36,40,5,21,40,98,70,10
6259,1,16,11,44,73,29,77,18,36,78,21
6260,0,25,4,8,4,12,73,9,19,40,48
6261,0,72,10,76,12,12,21,18,81,27,43
6262,1,84,10,75,39,28,19,4,73,3,35
6263,0,67,20,75,29,1,53,5,28,3,43
6264,0,76,10,10,73,45,23,20,65,13,34
6265,1,62,40,45,40,29,77,40,74,70,34
6266,1,16,19,81,3,15,59,9,74,70,48
6267,0,23,5,91,3,26,53,4,69,13,26
6268,1,0,31,43,73,28,35,18,43,65,35
6269,1,45,20,75,72,47,53,12,67,57,31
6270,0,0,20,21,12,2,77,22,76,70,26
6271,1,36,25,93,58,5,29,31,22,13,34
6272,0,62,5,92,47,28,15,20,31,70,12
6273,0,67,20,75,29,1,53,5,28,3,43
6274,1,60,20,20,40,2,53,4,74,13,14
6275,1,66,42,81,73,29,7,28,21,40,19
6276,0,27,16,95,78,39,47,9,17,69,6
6277,0,45,20,44,12,29,13,20,74,2,6
6278,1,26,20,67,29,39,69,5,44,17,34
6279,0,1,31,81,63,29,63,9,34,2,6
6280,0,56,4,91,40,39,23,8,39,2,26
6281,0,67,5,74,12,3,77,9,81,40,17
6282,0,5,10,16,3,39,53,5,74,45,42
6283,0,32,20,31,29,39,2,5,95,13,48
6284,0,47,20,2,40,12,73,5,65,13,48
6285,0,14,31,52,63,45,38,5,62,2,13
6286,1,84,24,2,12,45,53,5,91,27,31
6287,1,27,17,74,40,45,0,40,21,2,26
6288,0,27,20,14,12,45,38,5,42,2,26
6289,0,62,24,75,3,11,35,9,89,8,48
6290,0,67,5,50,38,28,77,15,7,2,48
6291,0,47,10,98,39,28,77,20,74,38,48
6292,1,5,42,74,64,28,2,28,48,13,48
6293,0,25,25,2,28,2,23,35,17,13,14
6294,0,55,4,81,12,45,0,40,67,2,31
6295,1,0,22,98,29,39,4,28,45,40,48
6296,1,23,5,60,28,41,77,28,28,40,5
6297,0,72,10,63,80,20,48,40,58,40,41
6298,1,0,5,98,56,28,32,4,31,27,43
6299,1,16,4,45,3,12,0,10,74,40,5
6300,0,9,20,74,26,37,35,28,81,62,1
6301,1,23,39,77,40,45,77,4,14,2,19
6302,1,36,20,29,72,12,37,4,91,28,26
6303,1,0,20,20,63,45,13,20,91,40,14
6304,0,19,42,2,58,27,53,37,59,13,14
6305,0,27,22,44,72,25,21,9,98,2,32
6306,0,6,42,58,29,29,21,9,74,2,48
6307,1,0,39,45,72,3,4,14,31,28,35
6308,0,84,31,45,12,33,19,9,81,65,48
6309,0,27,39,93,40,9,21,5,62,28,8
6310,0,0,22,8,71,9,4,10,36,2,43
6311,0,5,10,21,80,9,23,20,17,13,14
6312,1,25,10,16,3,2,23,40,57,40,31
6313,1,5,22,45,12,45,22,28,74,2,43
6314,0,9,10,81,5,34,48,10,97,13,8
6315,1,62,4,2,40,15,14,10,48,2,43
6316,0,19,5,77,28,29,36,10,81,2,8
6317,0,47,10,2,3,39,19,18,74,27,26
6318,1,16,4,45,3,12,0,10,74,40,5
6319,0,72,11,50,3,39,77,15,81,40,48
6320,0,84,42,67,12,12,38,10,73,65,48
6321,1,62,11,43,12,3,39,5,44,40,31
6322,1,47,11,75,72,8,47,17,2,57,43
6323,0,9,4,43,28,29,23,10,74,68,48
6324,0,84,31,75,39,28,73,10,10,36,35
6325,0,62,19,46,3,25,31,10,81,13,35
6326,1,27,17,2,12,45,19,18,10,28,43
6327,0,84,22,46,3,25,31,40,10,13,14
6328,0,23,19,43,3,3,77,18,73,60,43
6329,1,23,10,75,3,5,11,17,73,0,5
6330,0,62,22,58,3,39,35,23,74,40,35
6331,1,23,6,61,28,20,61,40,42,13,35
6332,0,72,20,16,3,45,38,5,18,50,14
6333,1,84,39,58,3,39,53,4,98,40,48
6334,1,55,10,43,12,45,53,20,36,2,43
6335,1,82,22,77,12,45,7,22,61,36,34
6336,0,84,22,21,3,25,21,9,81,13,5
6337,0,36,35,75,40,2,13,28,17,13,48
6338,0,62,31,43,40,14,13,18,74,39,34
6339,1,47,10,2,3,39,19,18,74,27,26
6340,1,16,4,45,3,12,0,10,74,40,5
6341,0,9,20,74,26,37,35,28,81,62,1
6342,1,84,6,45,58,25,53,18,98,69,5
6343,0,45,4,65,12,2,77,10,22,2,34
6344,0,15,35,93,28,39,77,15,74,13,14
6345,1,22,22,36,40,2,77,25,74,2,43
6346,1,44,20,8,3,25,23,28,98,40,32
6347,1,84,31,14,28,2,0,40,98,2,35
6348,1,16,10,20,58,11,0,5,81,13,5
6349,0,23,13,81,40,29,77,4,98,2,43
6350,1,25,22,10,9,3,4,10,17,38,26
6351,0,0,10,75,68,45,19,5,62,40,34
6352,0,84,11,27,29,29,75,18,37,13,36
6353,0,42,10,74,12,2,13,28,67,40,35
6354,1,84,10,98,72,39,19,4,44,57,26
6355,1,84,22,59,28,20,48,36,69,2,43
6356,1,44,10,43,40,5,77,45,22,2,35
6357,0,62,10,75,12,8,45,17,62,27,35
6358,0,84,31,10,68,29,63,9,43,13,48
6359,0,7,20,2,3,39,47,17,62,27,6
6360,1,44,10,75,28,15,77,20,28,28,28
6361,1,55,10,75,26,2,53,20,17,13,26
6362,0,84,42,67,12,12,38,10,73,65,48
6363,1,62,20,75,3,20,0,4,73,28,42
6364,0,27,22,91,12,12,74,18,17,51,48
6365,1,16,10,43,55,19,38,18,7,13,14
6366,1,84,42,75,3,28,15,28,57,13,31
6367,1,19,42,2,58,27,53,37,59,13,14
6368,1,23,22,43,12,2,77,9,43,25,14
6369,1,19,4,32,50,20,53,36,59,2,13
6370,1,55,31,8,63,28,53,36,44,2,32
6371,1,84,4,74,58,9,38,14,61,2,6
6372,1,27,20,75,12,39,77,28,81,8,6
6373,0,16,4,77,12,12,69,36,2,2,35
6374,0,27,31,74,73,29,37,18,10,2,10
6375,0,27,20,46,4,39,47,23,43,13,35
6376,1,62,13,98,72,12,77,18,91,27,5
6377,1,76,20,75,28,29,47,34,44,78,26
6378,0,9,10,74,12,39,77,8,65,78,11
6379,1,84,22,43,29,38,4,10,53,27,18
6380,1,81,4,65,12,45,31,0,22,29,34
6381,0,62,10,34,3,7,23,20,81,25,35
6382,0,44,20,8,3,25,23,28,98,40,32
6383,1,57,19,98,28,11,23,4,80,40,35
6384,0,27,20,98,40,20,47,28,43,2,42
6385,1,1,44,0,12,12,58,15,73,27,5
6386,0,55,39,45,12,45,23,28,98,28,26
6387,0,26,22,45,29,39,69,14,36,40,48
6388,0,27,10,2,40,2,77,18,73,28,43
6389,1,26,20,75,12,28,69,5,59,28,26
6390,1,76,11,43,80,29,31,32,74,13,14
6391,1,82,16,45,3,45,23,17,98,54,34
6392,0,84,20,75,72,2,59,5,59,13,35
6393,0,0,20,81,80,2,13,28,37,69,35
6394,1,62,13,98,72,12,77,18,91,27,5
6395,1,76,20,75,28,29,47,34,44,78,26
6396,0,9,10,74,12,39,77,8,65,78,11
6397,0,62,10,43,12,12,58,4,74,24,33
6398,0,72,22,31,79,28,37,28,81,28,43
6399,0,5,31,43,12,8,0,31,57,22,12
6400,0,81,20,43,39,28,21,4,81,13,14
6401,0,72,10,98,29,12,77,11,10,13,48
6402,0,15,42,98,12,32,15,17,48,31,34
6403,0,60,42,12,29,29,53,9,22,2,43
6404,0,27,31,74,29,29,79,18,98,38,5
6405,1,84,10,2,28,27,71,36,55,2,14
6406,0,62,22,91,12,2,0,4,73,28,35
6407,0,67,4,60,3,27,35,36,58,13,48
6408,1,25,10,74,12,28,53,15,17,28,33
6409,0,26,10,36,73,2,2,40,42,28,34
6410,1,55,9,45,12,2,77,20,28,2,35
6411,0,60,10,2,38,12,53,18,43,28,35
6412,1,51,42,75,12,45,49,4,28,65,5
6413,0,23,42,74,12,12,0,28,2,2,26
6414,1,47,10,2,3,39,19,18,74,27,26
6415,0,23,22,31,78,14,77,9,22,13,26
6416,0,84,22,10,72,39,49,17,74,13,26
6417,0,76,20,75,28,29,47,34,44,78,26
6418,1,72,31,81,12,12,2,20,31,27,35
6419,0,72,17,81,12,2,77,9,22,27,31
6420,1,55,31,98,12,47,51,4,89,68,14
6421,1,36,18,81,12,0,53,28,8,2,8
6422,0,84,18,81,12,29,47,9,74,40,17
6423,0,47,20,70,29,9,47,9,98,13,43
6424,0,23,6,61,28,20,61,40,42,13,35
6425,1,23,4,63,12,12,77,5,65,2,48
6426,1,84,9,93,52,12,47,28,73,2,43
6427,0,27,10,74,12,12,3,18,28,37,48
6428,0,27,5,60,58,14,15,9,10,69,14
6429,1,0,20,44,3,12,4,10,67,28,35
6430,1,84,20,92,72,28,53,23,43,25,31
6431,0,76,20,75,28,29,47,34,44,78,26
6432,0,45,4,65,12,2,77,10,22,2,34
6433,1,45,31,44,72,12,23,4,44,60,5
6434,1,67,19,81,12,28,17,18,73,2,48
6435,0,62,5,26,3,39,77,9,36,13,14
6436,0,82,35,81,3,15,0,17,74,13,48
6437,1,0,44,98,12,39,78,31,87,56,34
6438,1,27,39,33,3,12,0,5,59,27,35
6439,0,0,37,33,38,29,4,40,42,27,43
6440,0,62,5,67,56,28,23,40,21,2,41
6441,1,84,10,36,10,29,39,40,21,38,8
6442,0,36,42,43,12,0,58,18,81,57,24
6443,1,26,10,75,12,27,77,40,17,62,1
6444,1,65,42,75,12,39,35,22,17,2,26
6445,0,57,10,12,63,11,76,17,17,40,26
6446,0,27,5,45,7,39,21,17,36,25,41
6447,0,42,40,77,7,29,77,9,74,28,26
6448,0,42,42,75,12,12,77,9,14,27,35
6449,1,62,39,95,82,0,77,18,42,57,31
6450,0,68,10,75,12,2,77,17,14,40,14
6451,1,29,42,2,71,45,35,15,18,4,14
6452,0,72,10,46,72,39,38,5,6,75,14
6453,0,84,10,98,72,39,19,4,44,57,26
6454,1,56,5,0,28,12,78,36,5,74,48
6455,1,16,4,75,73,45,75,18,22,13,14
6456,0,27,5,44,12,45,77,36,62,78,31
6457,1,84,22,10,72,39,49,17,74,13,26
6458,0,76,20,75,28,29,47,34,44,78,26
6459,1,0,39,63,29,29,48,14,65,2,43
6460,1,42,9,63,72,27,26,18,7,28,43
6461,0,65,27,68,3,38,23,20,7,28,43
6462,1,16,10,43,55,19,38,18,7,13,14
6463,1,76,4,9,3,39,63,18,74,40,35
6464,0,27,19,98,3,39,76,15,4,3,19
6465,1,0,37,12,72,39,53,20,74,28,26
6466,1,84,42,74,12,45,19,4,55,69,14
6467,0,67,10,75,3,5,2,17,57,28,43
6468,1,27,22,81,63,3,77,4,28,69,14
6469,1,27,10,74,12,12,3,18,28,37,48
6470,1,1,10,98,29,39,46,4,77,2,8
6471,1,29,42,2,71,45,35,15,18,4,14
6472,0,72,10,46,72,39,38,5,6,75,14
6473,0,84,10,98,72,39,19,4,44,57,26
6474,1,56,5,0,28,12,78,36,5,74,48
6475,1,16,4,75,73,45,75,18,22,13,14
6476,0,27,5,44,12,45,77,36,62,78,31
6477,1,72,35,75,29,39,38,5,59,13,1
6478,1,84,22,10,72,39,49,17,74,13,26
6479,0,76,20,75,28,29,47,34,44,78,26
6480,1,0,39,63,29,29,48,14,65,2,43
6481,1,42,9,63,72,27,26,18,7,28,43
6482,0,65,27,68,3,38,23,20,7,28,43
6483,1,16,10,43,55,19,38,18,7,13,14
6484,1,76,4,9,3,39,63,18,74,40,35
6485,0,27,19,98,3,39,76,15,4,3,19
6486,1,0,37,12,72,39,53,20,74,28,26
6487,1,84,42,74,12,45,19,4,55,69,14
6488,0,67,10,75,3,5,2,17,57,28,43
6489,1,27,22,81,63,3,77,4,28,69,14
6490,1,27,10,74,12,12,3,18,28,37,48
6491,1,84,10,8,3,28,75,18,44,8,14
6492,1,9,10,74,12,39,77,8,65,78,11
6493,0,25,22,93,29,39,23,18,32,60,35
6494,0,55,42,21,72,47,75,28,7,2,43
6495,1,9,4,45,58,39,76,10,22,13,35
6496,0,84,31,75,12,45,4,40,97,8,43
6497,0,55,22,31,40,25,77,18,67,2,43
6498,0,9,22,60,27,39,31,9,35,40,48
6499,0,26,42,21,28,45,19,20,62,13,34
6500,0,45,10,36,3,39,23,18,44,13,26
6501,1,47,20,45,58,45,76,20,59,40,14
6502,1,76,22,58,29,33,37,23,98,69,48
6503,0,68,4,57,29,39,15,18,2,69,14
6504,0,0,42,36,29,26,19,28,10,13,43
6505,0,42,22,81,3,25,7,14,18,28,48
6506,0,57,31,98,12,12,31,5,91,38,35
6507,1,57,5,60,12,20,77,23,74,40,5
6508,0,55,20,75,12,12,23,28,42,40,26
6509,1,55,22,60,40,28,63,12,74,13,5
6510,0,78,20,81,68,2,24,6,36,13,43
6511,0,9,10,74,12,39,77,8,65,78,11
6512,0,15,35,93,28,39,77,15,74,13,14
6513,0,29,5,60,28,24,13,40,44,2,1
6514,0,56,9,2,12,39,55,15,54,78,35
6515,1,55,20,93,65,29,15,40,8,28,43
6516,0,84,22,45,28,14,4,9,67,60,5
6517,1,23,22,60,3,11,21,23,73,13,48
6518,0,84,31,98,3,39,1,15,0,40,35
6519,0,57,29,98,28,2,0,18,21,40,13
6520,0,57,47,75,3,39,39,9,21,40,13
6521,0,84,16,20,12,5,63,9,31,3,26
6522,1,0,5,45,12,20,38,23,73,2,43
6523,1,84,5,75,72,38,23,17,57,28,26
6524,1,84,20,98,12,20,23,8,77,54,34
6525,1,62,10,52,12,20,63,40,74,2,42
6526,1,36,10,21,40,20,58,18,98,60,43
6527,0,5,10,49,29,29,59,17,7,13,13
6528,0,84,40,70,3,20,4,36,0,13,1
6529,1,25,10,81,3,0,35,18,67,13,26
6530,1,78,16,43,29,39,2,18,39,13,5
6531,1,56,5,0,28,12,78,36,5,74,48
6532,1,27,20,46,4,39,47,23,43,13,35
6533,1,26,20,74,72,14,52,35,89,60,26
6534,1,84,31,75,39,28,73,10,10,36,35
6535,1,72,20,2,72,29,77,20,44,23,34
6536,1,5,39,63,28,29,22,20,81,69,43
6537,0,16,10,81,12,39,53,5,91,2,5
6538,1,18,10,74,12,20,76,16,42,2,14
6539,0,82,11,66,54,28,7,15,17,69,14
6540,0,75,10,50,84,28,63,42,81,34,48
6541,0,72,17,10,72,28,38,9,0,13,13
6542,0,45,20,70,40,3,48,37,65,2,24
6543,0,67,5,55,38,28,53,20,28,2,43
6544,0,84,10,43,12,45,30,34,28,34,35
6545,0,67,19,16,3,19,0,40,73,13,14
6546,1,74,5,74,12,45,77,18,10,34,43
6547,1,84,40,77,16,28,53,9,14,13,43
6548,1,5,22,95,29,20,30,18,42,11,43
6549,1,72,10,43,29,23,39,30,68,2,43
6550,0,36,19,81,12,34,0,9,98,2,5
6551,0,81,5,60,12,20,0,9,37,2,43
6552,0,0,20,43,58,20,77,9,73,13,13
6553,1,16,10,21,3,0,56,15,30,11,31
6554,1,45,10,75,40,45,47,45,14,13,14
6555,0,55,20,75,3,39,49,20,28,27,13
6556,0,26,5,95,28,20,53,9,22,2,14
6557,0,59,39,65,12,29,22,4,77,60,31
6558,1,36,39,65,12,45,57,17,45,2,26
6559,1,47,11,75,3,45,57,9,55,62,1
6560,0,84,42,74,12,12,22,20,42,69,34
6561,1,73,10,12,51,26,0,12,81,13,5
6562,1,27,6,63,40,12,22,5,48,38,34
6563,1,27,10,36,78,26,2,40,97,13,12
6564,0,45,20,70,63,45,63,43,61,21,29
6565,0,67,20,75,7,28,38,28,31,21,5
6566,1,84,31,75,39,28,73,10,10,36,35
6567,0,45,19,12,40,45,39,23,73,13,14
6568,0,27,22,21,12,25,63,18,77,2,12
6569,1,79,22,3,12,5,39,35,44,2,43
6570,0,57,20,21,12,2,21,20,12,3,31
6571,0,25,37,95,12,37,15,20,62,60,35
6572,1,84,31,75,39,28,73,10,10,36,35
6573,1,72,20,2,72,29,77,20,44,23,34
6574,1,67,25,75,3,39,0,18,1,81,31
6575,1,19,4,32,50,20,53,36,59,2,13
6576,1,24,21,21,38,39,51,9,50,13,19
6577,1,45,42,36,58,45,41,36,18,38,14
6578,1,42,4,22,3,15,23,20,62,13,35
6579,1,56,4,39,38,29,11,20,55,21,51
6580,0,84,19,16,80,9,53,45,98,28,35
6581,0,84,4,63,4,45,0,36,31,81,14
6582,1,84,10,21,72,25,11,17,17,24,43
6583,0,52,20,44,28,20,23,28,42,57,19
6584,1,25,4,63,80,29,23,20,43,13,14
6585,1,0,4,43,29,29,2,20,31,13,48
6586,0,0,32,16,40,45,22,28,81,13,5
6587,1,16,32,43,72,2,19,40,74,83,14
6588,0,23,36,75,39,28,51,20,89,28,43
6589,1,84,4,63,12,2,38,18,43,40,14
6590,1,84,6,63,63,28,38,18,81,13,25
6591,1,16,22,50,72,39,2,4,55,57,48
6592,0,47,10,56,40,20,38,17,73,27,43
6593,0,45,20,8,38,45,23,7,42,13,14
6594,1,45,35,75,38,28,76,5,67,2,6
6595,1,0,20,81,7,20,49,41,48,27,5
6596,0,38,5,31,3,28,38,18,78,26,19
6597,0,72,35,75,29,39,38,5,59,13,1
6598,1,62,4,2,40,15,14,10,48,2,43
6599,1,45,10,16,22,14,9,31,74,13,41
6600,1,10,20,67,3,20,38,17,74,40,42
6601,1,27,7,74,80,39,38,9,44,54,34
6602,0,45,10,36,28,29,12,20,31,2,5
6603,0,45,20,70,63,45,63,43,61,21,29
6604,0,67,20,75,7,28,38,28,31,21,5
6605,1,84,31,75,39,28,73,10,10,36,35
6606,0,45,19,12,40,45,39,23,73,13,14
6607,1,47,19,63,38,18,38,9,98,68,14
6608,1,67,47,46,3,2,53,20,91,28,14
6609,0,72,10,46,72,39,38,5,6,75,14
6610,1,84,10,98,72,39,19,4,44,57,26
6611,1,79,22,3,12,5,39,35,44,2,43
6612,0,42,20,44,29,24,15,15,17,2,48
6613,0,84,22,21,3,25,21,9,81,13,5
6614,0,45,20,20,72,12,59,17,74,57,50
6615,1,25,13,21,26,39,59,20,44,2,48
6616,1,45,43,59,38,2,0,23,22,2,31
6617,1,84,31,75,39,28,73,10,10,36,35
6618,1,62,19,46,3,25,31,10,81,13,35
6619,0,0,10,81,3,11,35,20,26,27,31
6620,0,5,10,44,29,29,0,36,59,2,14
6621,1,0,9,43,72,12,2,40,67,57,26
6622,0,84,19,44,12,45,38,40,67,27,14
6623,1,72,4,80,3,2,52,18,43,13,34
6624,1,36,18,81,12,0,53,28,8,2,8
6625,0,27,22,2,3,3,4,17,17,13,5
6626,0,0,10,21,40,39,22,31,73,2,48
6627,0,6,42,50,55,13,53,18,98,2,43
6628,1,36,4,63,7,25,53,16,67,13,48
6629,0,62,31,10,38,45,4,5,70,2,5
6630,1,47,11,8,5,39,77,28,22,8,35
6631,0,60,6,70,7,15,53,20,59,13,14
6632,1,67,20,75,7,28,38,28,31,21,5
6633,0,84,31,75,39,28,73,10,10,36,35
6634,0,72,10,63,7,39,77,40,74,13,1
6635,0,58,36,10,25,28,15,20,44,2,14
6636,1,9,44,21,73,25,38,9,10,38,50
6637,0,47,10,74,29,18,38,15,62,8,1
6638,1,6,42,21,34,38,70,18,31,27,5
6639,0,26,10,3,7,39,38,14,77,38,50
6640,0,84,11,8,3,11,5,28,22,28,42
6641,1,14,31,20,7,45,63,9,3,69,34
6642,0,84,10,98,7,3,23,28,74,26,43
6643,0,54,19,91,3,39,5,20,44,40,48
6644,0,76,22,2,17,45,30,11,10,20,19
6645,0,82,31,58,3,39,35,4,62,8,26
6646,1,47,5,60,3,39,76,20,44,8,35
6647,1,84,31,89,5,18,2,5,44,28,35
6648,1,84,10,74,10,17,53,40,17,70,48
6649,1,5,25,1,3,14,0,14,74,27,34
6650,0,37,13,74,40,16,47,28,2,71,6
6651,1,26,22,31,3,0,35,18,74,13,5
6652,0,62,20,21,29,25,32,12,2,2,42
6653,0,72,10,75,12,2,38,18,22,54,34
6654,0,42,19,44,63,39,23,18,42,40,35
6655,0,5,4,87,29,29,3,9,65,83,6
6656,1,65,42,43,12,12,21,4,77,2,42
6657,0,25,10,16,12,29,38,18,61,25,48
6658,1,60,10,16,39,28,69,20,22,27,35
6659,0,42,4,0,3,39,13,31,73,13,48
6660,0,54,20,71,40,45,48,20,74,10,43
6661,1,0,5,45,71,15,13,23,74,69,14
6662,1,14,20,11,11,45,35,20,74,69,14
6663,1,62,42,43,29,39,34,17,74,54,34
6664,0,27,20,43,12,9,0,9,98,27,30
6665,0,47,22,63,27,39,77,18,17,13,48
6666,1,62,20,68,65,29,30,4,74,2,1
6667,0,25,37,95,12,37,15,20,62,60,35
6668,0,72,10,75,12,2,38,18,22,54,34
6669,0,42,19,44,63,39,23,18,42,40,35
6670,0,5,4,87,29,29,3,9,65,83,6
6671,1,65,42,43,12,12,21,4,77,2,42
6672,0,25,10,16,12,29,38,18,61,25,48
6673,1,60,10,16,39,28,69,20,22,27,35
6674,0,42,4,0,3,39,13,31,73,13,48
6675,0,0,10,98,29,31,23,7,44,34,42
6676,1,72,10,45,3,39,38,7,69,13,48
6677,1,0,5,45,71,15,13,23,74,69,14
6678,1,14,20,11,11,45,35,20,74,69,14
6679,1,62,42,43,29,39,34,17,74,54,34
6680,0,27,20,43,12,9,0,9,98,27,30
6681,1,62,20,68,65,29,30,4,74,2,1
6682,0,34,10,2,72,12,15,22,77,28,26
6683,0,59,22,19,29,29,48,4,0,13,14
6684,0,42,10,16,21,3,48,17,90,73,43
6685,0,84,19,16,80,9,53,45,98,28,35
6686,0,55,7,60,12,12,53,6,57,2,48
6687,0,72,14,67,5,39,24,4,23,2,24
6688,1,45,43,77,63,29,67,18,1,2,19
6689,1,62,43,20,12,12,22,18,74,2,19
6690,0,62,39,63,28,23,5,8,55,57,48
6691,1,0,4,77,58,45,13,5,91,13,14
6692,1,72,22,95,28,29,75,9,77,2,14
6693,0,29,4,67,12,39,58,9,98,2,34
6694,0,42,4,0,3,39,13,31,73,13,48
6695,1,26,4,86,3,39,77,9,98,28,48
6696,1,84,42,74,3,15,35,18,1,13,32
6697,1,63,22,43,71,15,55,4,22,13,43
6698,1,36,19,3,3,28,26,9,28,13,14
6699,0,42,4,75,26,3,22,9,21,69,33
6700,0,9,20,16,40,28,13,14,77,2,43
6701,0,20,20,98,12,29,76,9,2,57,34
6702,1,45,5,77,58,12,2,23,69,26,43
6703,0,19,4,36,40,29,4,18,57,81,32
6704,1,61,31,58,12,45,23,18,10,70,5
6705,0,84,10,74,3,2,53,22,21,40,43
6706,1,23,20,43,40,29,75,20,77,2,50
6707,0,81,20,10,39,28,46,31,98,13,48
6708,1,19,35,44,12,12,53,18,98,2,26
6709,0,43,10,17,63,26,38,20,62,28,43
6710,0,6,42,50,55,13,53,18,98,2,43
6711,0,25,31,98,3,26,0,23,81,27,5
6712,0,55,22,77,10,29,77,5,44,39,34
6713,0,42,4,0,3,39,13,31,73,13,48
6714,0,60,42,81,3,8,23,5,62,27,35
6715,1,62,15,2,12,12,32,18,17,70,48
6716,0,62,22,45,3,25,0,17,2,25,35
6717,0,84,22,12,3,29,6,18,81,57,5
6718,0,0,25,67,3,12,21,17,14,17,34
6719,1,27,20,67,73,20,21,45,57,13,14
6720,0,14,42,75,30,25,35,5,58,65,48
6721,1,0,42,77,63,2,23,14,27,27,14
6722,1,26,31,27,12,45,58,40,71,60,34
6723,1,27,42,21,72,15,13,28,74,13,35
6724,0,58,22,0,7,29,23,5,59,28,43
6725,0,0,42,98,3,29,15,18,96,60,43
6726,1,63,31,14,12,12,0,18,42,28,43
6727,1,84,40,93,58,12,53,9,81,69,43
6728,1,27,31,2,28,29,47,36,91,41,34
6729,0,5,5,43,3,20,23,18,36,60,43
6730,1,55,22,75,12,45,29,18,43,6,14
6731,0,23,4,59,71,45,23,20,89,60,14
6732,0,0,39,63,40,45,13,5,2,13,14
6733,1,84,20,1,12,45,19,20,95,2,43
6734,1,62,22,93,72,9,52,23,59,8,14
6735,1,26,20,16,58,2,63,5,0,13,48
6736,1,42,4,0,3,39,13,31,73,13,48
6737,1,27,5,3,29,39,82,9,21,2,5
6738,0,84,31,44,2,29,23,8,91,61,34
6739,0,72,20,9,28,46,13,40,2,13,31
6740,0,84,20,65,4,39,58,4,21,13,48
6741,1,27,4,75,28,45,35,15,42,13,35
6742,1,55,10,12,29,8,23,14,44,26,5
6743,1,74,16,31,38,9,0,5,9,13,17
6744,1,27,20,43,12,9,0,9,98,27,30
6745,1,84,31,21,3,39,4,5,26,40,26
6746,1,63,31,14,12,12,0,18,42,28,43
6747,1,84,40,93,58,12,53,9,81,69,43
6748,1,27,31,2,28,29,47,36,91,41,34
6749,0,5,5,43,3,20,23,18,36,60,43
6750,1,55,22,75,12,45,29,18,43,6,14
6751,0,23,4,59,71,45,23,20,89,60,14
6752,0,0,39,63,40,45,13,5,2,13,14
6753,1,84,20,1,12,45,19,20,95,2,43
6754,1,62,22,93,72,9,52,23,59,8,14
6755,1,26,20,16,58,2,63,5,0,13,48
6756,1,42,4,0,3,39,13,31,73,13,48
6757,1,27,5,3,29,39,82,9,21,2,5
6758,0,84,31,44,2,29,23,8,91,61,34
6759,0,72,20,9,28,46,13,40,2,13,31
6760,0,84,20,65,4,39,58,4,21,13,48
6761,1,27,4,75,28,45,35,15,42,13,35
6762,1,55,10,12,29,8,23,14,44,26,5
6763,1,74,16,31,38,9,0,5,9,13,17
6764,1,27,20,43,12,9,0,9,98,27,30
6765,1,84,31,21,3,39,4,5,26,40,26
6766,1,27,4,45,58,45,75,20,28,69,1
6767,0,42,25,43,12,12,0,18,73,2,26
6768,0,26,31,36,7,2,77,4,42,28,35
6769,0,0,10,81,12,25,19,4,91,2,12
6770,1,6,42,50,55,13,53,18,98,2,43
6771,0,84,42,74,12,12,22,20,42,69,34
6772,1,62,4,74,80,29,39,18,62,8,43
6773,1,84,11,43,12,45,58,18,57,27,34
6774,0,0,39,63,40,45,13,5,2,13,14
6775,1,81,19,75,29,29,21,25,42,2,43
6776,1,1,40,0,68,20,14,36,69,68,48
6777,1,26,20,16,58,2,63,5,0,13,48
6778,1,42,4,0,3,39,13,31,73,13,48
6779,0,0,42,16,26,2,23,29,81,13,14
6780,1,1,19,29,82,39,39,9,98,69,5
6781,0,62,4,45,40,2,77,28,43,2,48
6782,0,60,20,20,40,2,53,4,74,13,14
6783,0,19,35,32,45,20,13,18,74,13,43
